,filepath,text,duration
0,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00001.wav,main_in_airpods_home_00001.wav,2.007989
1,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00002.wav,main_in_airpods_home_00002.wav,3.266802
2,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00003.wav,main_in_airpods_home_00003.wav,3.112797
3,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00004.wav,main_in_airpods_home_00004.wav,3.552705
4,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00005.wav,main_in_airpods_home_00005.wav,2.466865
5,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00006.wav,main_in_airpods_home_00006.wav,3.938598
6,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00007.wav,main_in_airpods_home_00007.wav,2.0827
7,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00008.wav,main_in_airpods_home_00008.wav,2.173799
8,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00009.wav,main_in_airpods_home_00009.wav,3.727469
9,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_000010.wav,main_in_airpods_home_000010.wav,2.677949
10,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00011.wav,main_in_airpods_home_00011.wav,4.058346
11,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00012.wav,main_in_airpods_home_00012.wav,2.750225
12,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00013.wav,main_in_airpods_home_00013.wav,2.551015
13,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00014.wav,main_in_airpods_home_00014.wav,3.753864
14,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00015.wav,main_in_airpods_home_00015.wav,4.17033
15,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00016.wav,main_in_airpods_home_00016.wav,2.885958
16,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00017.wav,main_in_airpods_home_00017.wav,3.128867
17,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00018.wav,main_in_airpods_home_00018.wav,2.953249
18,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00019.wav,main_in_airpods_home_00019.wav,3.516719
19,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00020.wav,main_in_airpods_home_00020.wav,2.626116
20,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00021.wav,main_in_airpods_home_00021.wav,4.156014
21,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00022.wav,main_in_airpods_home_00022.wav,3.765822
22,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00023.wav,main_in_airpods_home_00023.wav,3.185407
23,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00024.wav,main_in_airpods_home_00024.wav,3.714599
24,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00025.wav,main_in_airpods_home_00025.wav,3.844655
25,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00026.wav,main_in_airpods_home_00026.wav,2.005288
26,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00027.wav,main_in_airpods_home_00027.wav,2.294368
27,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00028.wav,main_in_airpods_home_00028.wav,1.810501
28,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00029.wav,main_in_airpods_home_00029.wav,3.092804
29,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00030.wav,main_in_airpods_home_00030.wav,3.778004
30,jstt_dataset/main/in_airpods_home/in_airpods_home_0/main_in_airpods_home_00031.wav,main_in_airpods_home_00031.wav,2.064646
