,filepath,text,duration
0,jstt_dataset/main/clean/clean_0/main_clean_00001 copy.wav,main_clean_00001.wav,3.804261
1,jstt_dataset/main/clean/clean_0/main_clean_00002.wav,main_clean_00002.wav,2.14574
2,jstt_dataset/main/clean/clean_0/main_clean_00003.wav,main_clean_00003.wav,2.389082
3,jstt_dataset/main/clean/clean_0/main_clean_00004.wav,main_clean_00004.wav,3.846965
4,jstt_dataset/main/clean/clean_0/main_clean_00005.wav,main_clean_00005.wav,3.455226
5,jstt_dataset/main/clean/clean_0/main_clean_00006.wav,main_clean_00006.wav,3.581803
6,jstt_dataset/main/clean/clean_0/main_clean_00007.wav,main_clean_00007.wav,1.928187
7,jstt_dataset/main/clean/clean_0/main_clean_00008.wav,main_clean_00008.wav,2.685187
8,jstt_dataset/main/clean/clean_0/main_clean_00009.wav,main_clean_00009.wav,2.39287
9,jstt_dataset/main/clean/clean_0/main_clean_000010.wav,main_clean_000010.wav,3.007624
10,jstt_dataset/main/clean/clean_0/main_clean_00011.wav,main_clean_00011.wav,2.058001
11,jstt_dataset/main/clean/clean_0/main_clean_00012.wav,main_clean_00012.wav,3.235409
12,jstt_dataset/main/clean/clean_0/main_clean_00013.wav,main_clean_00013.wav,2.450235
13,jstt_dataset/main/clean/clean_0/main_clean_00014.wav,main_clean_00014.wav,3.578206
14,jstt_dataset/main/clean/clean_0/main_clean_00015.wav,main_clean_00015.wav,2.187557
15,jstt_dataset/main/clean/clean_0/main_clean_00016.wav,main_clean_00016.wav,4.264723
16,jstt_dataset/main/clean/clean_0/main_clean_00017.wav,main_clean_00017.wav,3.147316
17,jstt_dataset/main/clean/clean_0/main_clean_00018.wav,main_clean_00018.wav,2.856669
18,jstt_dataset/main/clean/clean_0/main_clean_00019.wav,main_clean_00019.wav,2.739245
19,jstt_dataset/main/clean/clean_0/main_clean_00020.wav,main_clean_00020.wav,3.579274
20,jstt_dataset/main/clean/clean_0/main_clean_00021.wav,main_clean_00021.wav,3.898957
21,jstt_dataset/main/clean/clean_0/main_clean_00022.wav,main_clean_00022.wav,2.152667
22,jstt_dataset/main/clean/clean_0/main_clean_00023.wav,main_clean_00023.wav,1.893088
23,jstt_dataset/main/clean/clean_0/main_clean_00024.wav,main_clean_00024.wav,3.359169
24,jstt_dataset/main/clean/clean_0/main_clean_00025.wav,main_clean_00025.wav,3.713845
25,jstt_dataset/main/clean/clean_0/main_clean_00026.wav,main_clean_00026.wav,2.910001
26,jstt_dataset/main/clean/clean_0/main_clean_00027.wav,main_clean_00027.wav,3.944732
27,jstt_dataset/main/clean/clean_0/main_clean_00028.wav,main_clean_00028.wav,2.286619
28,jstt_dataset/main/clean/clean_0/main_clean_00029.wav,main_clean_00029.wav,4.008638
29,jstt_dataset/main/clean/clean_0/main_clean_00030.wav,main_clean_00030.wav,2.304832
30,jstt_dataset/main/clean/clean_0/main_clean_00031.wav,main_clean_00031.wav,2.35575
